"Name","Description","Summary","wtdprop","n_colleges","mr_kq5_pq1","mr_ktop1_pq1","k_rank","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","par_q1","par_q2","par_q3","par_q4","par_q5"
"ACT05","Act: Challenged a professors ideas in class","ACT05.notatall",0.267925949622901,295,0.368888707999067,0.0673029438631494,-0.0671013164183968,0.0450075519414026,0.0180441642401247,0.0643352899545813,0.0769059997083759,-0.0674042754979468,-0.0810819204961888,-0.112885588781966,-0.130150608012016,0.0350559691233855,-0.031654460672672,-0.0662451609246746,-0.0627948643435322,-0.0405113782552492,-0.130203211445984,-0.0254181903180723,0.10605673140474,0.0577817603772896,-0.0208109673576726,-0.0606646481904845,-0.0606646481904845,-0.0606646481904845,-0.0606646481904845,-0.0606646481904845,0.020209065454348,0.0288070829217692,0.0489529386471438,0.0743630699439027,-0.0643541229638355,0.115128247994298,-0.027687534056832,-0.0089765458540625,0.0478310206923176,-0.0346826509065918,-0.00325137567545677,0.0357695132764073,0.0569580986846052,0.0173834112617654,-0.034671387565403,0.341707891328311,0.291417621244379,0.178695344486192,0.0642638175091224,-0.27433317706883
"ACT05","Act: Challenged a professors ideas in class","ACT05.occasionally",0.590410268461357,295,-0.397168385936973,-0.0640480625861756,0.0785025956962918,-0.0652199039921906,-0.0587727568299828,-0.0518351436344646,-0.0420977148853648,0.0622223980209895,0.0872603842072381,0.127720926712067,0.179389321583116,-0.00598270890988611,0.0366367551833299,0.062404538080888,0.0616432453688504,0.0609956939905738,0.0775966122251256,-0.0353371990865296,-0.0534156483655118,-0.0348020230801326,0.0272690595669266,0.0509815384128872,0.0509815384128872,0.0509815384128872,0.0509815384128872,0.0509815384128872,-0.0542005861491685,-0.00786379619973835,-0.0511363305054549,-0.0201928472703616,0.0422958663755473,-0.0677410737850521,-0.0410809671315586,-0.000851062848021686,-0.00206694403265535,0.0254748497663119,-0.0277468365988325,-0.0795162069000667,-0.0478450537213393,0.0117226317250752,0.0368667521076601,-0.361225864740301,-0.29358959478782,-0.129167224528351,0.0203350126708656,0.233860581153466
"ACT05","Act: Challenged a professors ideas in class","ACT05.frequently",0.141663781915742,295,-0.1534230241476,-0.0378780134673194,0.0205561546318309,0.000975115521207031,0.038722960666547,-0.0472389087735032,-0.0798097206950375,0.0401933544980304,0.0337664262673135,0.0396872218726018,0.00800166539819336,-0.0518963375961528,0.0101626430265652,0.038030999406706,0.0331258577930348,-0.0035696147766357,0.12768854117211,0.0842438557183919,-0.115511478546901,-0.0562356674795939,0.00294213150992072,0.0420718490737303,0.0420718490737303,0.0420718490737303,0.0420718490737303,0.0420718490737303,0.0297120377046711,-0.0391824594497687,-0.0222037769053122,-0.101271814487096,0.0584784682286641,-0.113928531826089,0.0948068711096074,0.0160886011820435,-0.0779706287867324,0.0283670896332533,0.0380655930102082,0.0333003629639737,-0.0395266365171446,-0.0429929360877327,0.0149635647693519,-0.149964455375814,-0.144898894623118,-0.148607503213824,-0.131913047557417,0.186358574801534
"ACT11","Act: Did extra (unassigned) work for a course","ACT11.notatall",0.278775240821133,260,0.0833403531193585,0.250663079780432,0.177459910982682,0.000904817169131322,-0.131322698838461,-0.211717035675181,-0.248232960235537,0.21212872545863,0.253453034992602,0.29257302450684,0.338657070668822,0.178192976906769,0.139845926679036,0.126043935873858,0.159083711160757,0.182498893377859,-0.120269494381595,-0.159760825457131,-0.0941208639985197,-0.118678536861052,0.203174455140514,0.0661432684851541,0.0661432684851541,0.0661432684851541,0.0661432684851541,0.0661432684851541,0.105441455822361,-0.0357562318784014,-0.226720414003372,-0.235220772159386,0.186147595254812,0.019060956655229,-0.109491947385773,-0.195302361646631,-0.197903668030739,0.189180786749079,-0.0108727152862509,-0.107610928852539,-0.185147691849335,-0.262836550327461,0.216558727746848,-0.00457313766547347,-0.105934148901545,-0.171958404906376,-0.220305688042244,0.17004907627779
"ACT11","Act: Did extra (unassigned) work for a course","ACT11.occasionally",0.621128495426912,260,-0.126366994240321,-0.154887776111235,-0.057518584765328,-0.0330620222736983,0.00290447942429862,0.101782641870878,0.146972488757827,-0.0926745179724262,-0.110133130913421,-0.129065022111722,-0.150853068763775,-0.0966841073631002,-0.0512812983481528,-0.0212035285466071,-0.0506274961099098,-0.0670221159669169,0.125636913989483,0.0127567761259612,0.0279193639235718,0.0854379508790307,-0.102649665934099,-0.0511962483271832,-0.0511962483271832,-0.0511962483271832,-0.0511962483271832,-0.0511962483271832,-0.110529596967242,-0.0551277345894697,0.113530487636883,0.167945862649691,-0.083434007969105,-0.0347142214408588,-0.0121505305156332,0.0904818262036848,0.141542589847805,-0.0893971274726159,-0.0120110036207521,0.00490676124751095,0.0908226972753008,0.151178531972782,-0.099939629861672,-0.0768484277736645,0.000504344508227399,0.10331397094297,0.186936906490957,-0.0789120125265721
"ACT11","Act: Did extra (unassigned) work for a course","ACT11.frequently",0.100096263751955,260,0.0473206602572721,-0.167322532625016,-0.190149079901335,0.0440900436585547,0.1952484647228,0.181257381326249,0.174519693843233,-0.194406368098277,-0.233096530083922,-0.266416434134364,-0.306374747110423,-0.137405672418985,-0.14165802166796,-0.162076940578998,-0.171744550711074,-0.184726118724209,0.00971202270207827,0.224847025380592,0.104408574205441,0.0625749003657101,-0.167104382547441,-0.0299535520281368,-0.0299535520281368,-0.0299535520281368,-0.0299535520281368,-0.0299535520281368,-0.00798869893759205,0.13005411674362,0.187866261923183,0.125937640966387,-0.167694300096851,0.0188155123762577,0.182828722728006,0.171892586893523,0.105626794058079,-0.164096498843189,0.0330121021320688,0.156519756858079,0.156017232741251,0.190892576956529,-0.191137463493192,0.112610860696336,0.160029414443171,0.118830027709531,0.0771943773736159,-0.149487774679106
"ACT12","Act: Did not have time to study due to family responsibilities","ACT12.notatall",0.569878331185313,183,-0.277813475995669,0.357936272490565,0.50145243694821,-0.223417908868553,-0.405165607874773,-0.503322572952973,-0.48277509989319,0.513320428484385,0.573064867463648,0.611510145676333,0.679010896884735,0.423195116505315,0.46252673341539,0.461841768664392,0.41338596739416,0.479335855411312,-0.1084792897042,-0.312718655271463,-0.378317878188675,-0.293199485304273,0.465775164666693,-0.157616957828769,-0.157616957828769,-0.157616957828769,-0.157616957828769,-0.157616957828769,-0.141656904195266,-0.376654433250773,-0.446290241477453,-0.35064842744769,0.463344939314679,-0.116631542208982,-0.330063969258609,-0.428705457045721,-0.38837032141283,0.438592868814496,-0.188535636881608,-0.319460970511454,-0.466357076841586,-0.483825190452024,0.497796894144669,-0.521243303633583,-0.587701751044856,-0.588479179418971,-0.493249463817325,0.641073769881798
"ACT12","Act: Did not have time to study due to family responsibilities","ACT12.occasionally",0.378670909324195,183,0.22862658890521,-0.382309706534245,-0.482645770974904,0.200561582805768,0.374881383114304,0.486569221434706,0.496333055514789,-0.501655999891282,-0.568396683352214,-0.609548585634265,-0.681141155320506,-0.42642645241015,-0.450525297515125,-0.440181031949635,-0.391672199801318,-0.46644981763269,0.11789753649725,0.319218016792578,0.352573318275101,0.297342346424861,-0.462003742647845,0.144749347839939,0.144749347839939,0.144749347839939,0.144749347839939,0.144749347839939,0.118385503413711,0.348175473389642,0.426816784233384,0.36650421869283,-0.450082116660003,0.0780636326242872,0.297806628377011,0.416470294570832,0.408674165414484,-0.427128693134769,0.17711225769267,0.295593181239583,0.453844924196853,0.495130969199051,-0.49052964485273,0.45421561611852,0.535608777730872,0.566623204167385,0.508378305083142,-0.612659720312685
"ACT12","Act: Did not have time to study due to family responsibilities","ACT12.frequently",0.0514507594904923,183,0.377771794693634,-0.218052992718777,-0.467618555726972,0.252671234605866,0.424028642293576,0.462860700676576,0.35324883846789,-0.455454084693078,-0.482884884246987,-0.506033909270121,-0.548700069224809,-0.336149804271036,-0.414952300556325,-0.443968066591425,-0.404508454021409,-0.431405574905481,0.0598650245899605,0.235807550437939,0.388175410904784,0.227062233632372,-0.392409004288931,0.168281737094748,0.168281737094748,0.168281737094748,0.168281737094748,0.168281737094748,0.187086721285687,0.395187694645953,0.424554444739818,0.23817397935039,-0.41948358795717,0.213460098394711,0.368660022601573,0.388012515134644,0.255399409428547,-0.39373669832972,0.18914163949412,0.334302014384731,0.419648112956926,0.361003441204177,-0.429296850046388,0.631449582048153,0.640063545261098,0.548116441146837,0.357003754625513,-0.611202887376438
"ACT13","Act: Did not have time to study due to job responsibilities","ACT13.notatall",0.540440299004366,183,-0.109710571109896,0.351578039378792,0.519170413550395,-0.289767938147699,-0.430858004758555,-0.512028906171614,-0.432708160727397,0.513854388127425,0.547538102863192,0.568926656626256,0.600522954646055,0.437306704847669,0.481228624955301,0.486317188476726,0.465127332313051,0.507976267947543,-0.139552033720086,-0.283430490423374,-0.367239844521189,-0.289051501363011,0.4587631478511,-0.227345043138449,-0.227345043138449,-0.227345043138449,-0.227345043138449,-0.227345043138449,-0.190338498453283,-0.414348759194325,-0.46422068466563,-0.338449350485225,0.485129090375105,-0.233085817577352,-0.400395839917979,-0.420049981864683,-0.346879245517974,0.458531857957298,-0.242117932609392,-0.357732671573232,-0.505992412564665,-0.433540210066198,0.508326850363587,-0.337990519396245,-0.438058837166145,-0.536610018843937,-0.517765147684926,0.557896051713591
"ACT13","Act: Did not have time to study due to job responsibilities","ACT13.occasionally",0.380521936836878,183,0.0838991842964962,-0.362067976217212,-0.507197558681785,0.286772338137938,0.419317748669878,0.49110560406181,0.428760508141954,-0.501753746939584,-0.537885390550475,-0.560327020574848,-0.591141693166913,-0.435274032331667,-0.475170246792649,-0.470807714530691,-0.453516101652917,-0.499685612091841,0.146745002512811,0.280577235826254,0.338540018086021,0.280861322619705,-0.443460761808998,0.238429387333693,0.238429387333693,0.238429387333693,0.238429387333693,0.238429387333693,0.182505381926825,0.404471289368047,0.442094206658776,0.338012060492267,-0.471957536481313,0.222742371830424,0.382499174198913,0.406170941153782,0.349818588255456,-0.448105704915726,0.242208953503637,0.3539903835254,0.487462429446522,0.42774816719667,-0.499001728058059,0.301863824873348,0.409029501565399,0.515320703740417,0.507320263557137,-0.532095619011042
"ACT13","Act: Did not have time to study due to job responsibilities","ACT13.frequently",0.0790377641587555,183,0.157793691144079,-0.275065061256525,-0.474131889727904,0.255508511454755,0.397449194075243,0.490161828000414,0.380248304345863,-0.469896508311627,-0.492679783353774,-0.508387064004097,-0.537373399835883,-0.379447659904833,-0.427013326836222,-0.454753218887808,-0.426965924588547,-0.455437363430486,0.101687127474085,0.249730259088435,0.385434581873432,0.267747092197926,-0.43064930459532,0.167227105405456,0.167227105405456,0.167227105405456,0.167227105405456,0.167227105405456,0.182346375095124,0.379200181217746,0.452205597548342,0.290859602612448,-0.447951694053334,0.22515714134506,0.387094218201001,0.393981872635845,0.289723033301982,-0.418386911802568,0.207074291049203,0.315546779149008,0.479072081333198,0.385523933300282,-0.458296918955529,0.378766467892899,0.446884495309465,0.512113543590544,0.469148335781495,-0.541499505541527
"ACT14","Act: Discussed course content with students outside of class","ACT14.notatall",0.0204521294392061,318,0.592016837321002,-0.0862947456344841,-0.157236967970997,0.0153856362047063,0.13280559774814,0.166238526134072,0.164916047585069,-0.162732441254488,-0.216924869831709,-0.243601771445788,-0.279716468237993,-0.102228538345233,-0.109132584954191,-0.122187109771768,-0.103299076984932,-0.119761967234262,-0.0388643025529727,0.0960385658463314,0.111995531997501,0.177985136690983,-0.158231612282565,-0.0534244644038176,-0.0534244644038176,-0.0534244644038176,-0.0534244644038176,-0.0534244644038176,0.0233383321566649,0.0869257523149575,0.124526576407644,0.081924028707569,-0.114979423497911,0.0341666298771291,0.0455967219972214,0.106427583169528,0.0701316638963801,-0.0898063967005498,-0.0829548857432757,0.159076741033974,0.129847231903108,0.132220747024196,-0.126736266247468,0.665524563990739,0.577611401505305,0.249250844048137,-0.0630881586897673,-0.435108488071198
